"country","UN_region","UN_subregion","year","record","crop_land","grazing_land","forest_land","fishing_ground","built_up_land","carbon","total","GDP","population","country.code"
"Bolivia","Latin America and the Caribbean","South America",1969,"EFConsTotGHA",1146884.847,7636053.242,764574.8267,28220.03055,104610.7258,380101.7151,10060445.39,1428.91,4414000,NA
"Bolivia","Latin America and the Caribbean","South America",1970,"BiocapPerCap",0.210657627,4.557860905,36.94430134,0.128171056,0.02380965,0,41.86480057,1392.75,4506000,NA
"Bolivia","Latin America and the Caribbean","South America",1970,"BiocapTotGHA",949174.8213,20536673.02,166462525.4,577509.3022,107280.8063,0,188633163.3,1392.75,4506000,NA
"Bolivia","Latin America and the Caribbean","South America",1970,"EFConsPerCap",0.262421157,1.698313893,0.170511219,0.006033512,0.02380965,0.094216249,2.25530568,1392.75,4506000,NA
"Bolivia","Latin America and the Caribbean","South America",1970,"EFConsTotGHA",1182409.38,7652211.823,768284.3379,27185.61897,107280.8063,424516.7509,10161888.72,1392.75,4506000,NA
"Bolivia","Latin America and the Caribbean","South America",1971,"BiocapPerCap",0.218225547,4.519321625,36.02528666,0.125334369,0.02464665,0,40.91281485,1433.12,4601000,NA
"Bolivia","Latin America and the Caribbean","South America",1971,"BiocapTotGHA",1003968.475,20791591.51,165737937.3,576613.3125,113389.3785,0,188223500,1433.12,4601000,NA
"Bolivia","Latin America and the Caribbean","South America",1971,"EFConsPerCap",0.272426381,1.694497131,0.169103584,0.00596451,0.02464665,0.126223879,2.292862136,1433.12,4601000,NA
"Bolivia","Latin America and the Caribbean","South America",1971,"EFConsTotGHA",1253324.837,7795703.667,777977.9661,27440.32568,113389.3785,580705.5906,10548541.76,1433.12,4601000,NA
"Bolivia","Latin America and the Caribbean","South America",1972,"BiocapPerCap",0.225561021,4.517299,35.13492129,0.123154915,0.025485847,0,40.02642207,1515.19,4698000,NA
"Bolivia","Latin America and the Caribbean","South America",1972,"BiocapTotGHA",1059705.942,21222676.55,165067016.9,578592.8573,119734.8006,0,188047727,1515.19,4698000,NA
"Bolivia","Latin America and the Caribbean","South America",1972,"EFConsPerCap",0.272731353,1.720795971,0.16532607,0.006615694,0.025485847,0.129247831,2.320202767,1515.19,4698000,NA
"Bolivia","Latin America and the Caribbean","South America",1972,"EFConsTotGHA",1281316.398,8084454.077,776716.731,31081.12656,119734.8006,607217.9229,10900521.06,1515.19,4698000,NA
"Bolivia","Latin America and the Caribbean","South America",1973,"BiocapPerCap",0.249461072,4.395681179,34.30264518,0.119839254,0.02818372,0,39.09581041,1568.62,4799000,NA
"Bolivia","Latin America and the Caribbean","South America",1973,"BiocapTotGHA",1197041.388,21092719.06,164601577.9,575049.8322,135239.8553,0,187601628,1568.62,4799000,NA
"Bolivia","Latin America and the Caribbean","South America",1973,"EFConsPerCap",0.269833454,1.709701921,0.167010531,0.006463244,0.02818372,0.140530633,2.321723503,1568.62,4799000,NA
"Bolivia","Latin America and the Caribbean","South America",1973,"EFConsTotGHA",1294798.465,8204021.362,801401.6652,31013.93901,135239.8553,674337.6145,11140812.9,1568.62,4799000,NA
"Bolivia","Latin America and the Caribbean","South America",1974,"BiocapPerCap",0.242118267,4.390595695,33.3288266,0.117705599,0.027414408,0,38.10666057,1580.58,4902000,NA
"Bolivia","Latin America and the Caribbean","South America",1974,"BiocapTotGHA",1186904.888,21523446.15,163383571.3,577012.8464,134390.0873,0,186805325.3,1580.58,4902000,NA
"Bolivia","Latin America and the Caribbean","South America",1974,"EFConsPerCap",0.289167285,1.840484609,0.176887631,0.005985952,0.027414408,0.150419836,2.490359723,1580.58,4902000,NA
"Bolivia","Latin America and the Caribbean","South America",1974,"EFConsTotGHA",1417547.169,9022368.294,867133.2257,29344.15615,134390.0873,737383.5956,12208166.53,1580.58,4902000,NA
"Bolivia","Latin America and the Caribbean","South America",1975,"BiocapPerCap",0.251565838,4.366054307,32.45983548,0.115128865,0.028533453,0,37.22111795,1659.88,5009000,NA
"Bolivia","Latin America and the Caribbean","South America",1975,"BiocapTotGHA",1260158.632,21870700.17,162599747.9,576710.3908,142931.4768,0,186450248.6,1659.88,5009000,NA
"Bolivia","Latin America and the Caribbean","South America",1975,"EFConsPerCap",0.288613715,1.861329587,0.167525499,0.005768579,0.028533453,0.212124176,2.56389501,1659.88,5009000,NA
"Bolivia","Latin America and the Caribbean","South America",1975,"EFConsTotGHA",1445741.069,9323883.413,839178.7424,28896.31283,142931.4768,1062585.1,12843216.11,1659.88,5009000,NA
"Bolivia","Latin America and the Caribbean","South America",1976,"BiocapPerCap",0.257145371,4.266347411,31.5719617,0.112499685,0.029250017,0,36.23720418,1698.97,5120000,NA
"Bolivia","Latin America and the Caribbean","South America",1976,"BiocapTotGHA",1316540.606,21842973.8,161643079.1,575979.2715,149755.115,0,185528327.9,1698.97,5120000,NA
"Bolivia","Latin America and the Caribbean","South America",1976,"EFConsPerCap",0.28181546,1.900859925,0.16431157,0.005670168,0.029250017,0.223809002,2.605716143,1698.97,5120000,NA
"Bolivia","Latin America and the Caribbean","South America",1976,"EFConsTotGHA",1442847.271,9732079.819,841247.3203,29030.29784,149755.115,1145864.059,13340823.88,1698.97,5120000,NA
"Bolivia","Latin America and the Caribbean","South America",1977,"BiocapPerCap",0.229289283,4.261512874,31.72577423,0.110559748,0.026156237,0,36.35329237,1744.64,5234000,NA
"Bolivia","Latin America and the Caribbean","South America",1977,"BiocapTotGHA",1200026.773,22303395.45,166042555.6,578634.3608,136893.3776,0,190261505.6,1744.64,5234000,NA
"Bolivia","Latin America and the Caribbean","South America",1977,"EFConsPerCap",0.269686144,1.959490349,0.151633351,0.007245187,0.026156237,0.252585114,2.666796382,1744.64,5234000,NA
"Bolivia","Latin America and the Caribbean","South America",1977,"EFConsTotGHA",1411451.024,10255345.79,793600.4638,37918.99317,136893.3776,1321949.704,13957159.36,1744.64,5234000,NA
"Bolivia","Latin America and the Caribbean","South America",1978,"BiocapPerCap",0.226926524,4.174842115,30.98501129,0.108311181,0.025984742,0,35.52107585,1741.64,5350000,NA
"Bolivia","Latin America and the Caribbean","South America",1978,"BiocapTotGHA",1214129.482,22336740.53,165779720.2,579499.4582,139026.6798,0,190049116.3,1741.64,5350000,NA
"Bolivia","Latin America and the Caribbean","South America",1978,"EFConsPerCap",0.279701887,2.089346908,0.167344238,0.008476445,0.025984742,0.285298607,2.856152827,1741.64,5350000,NA
"Bolivia","Latin America and the Caribbean","South America",1978,"EFConsTotGHA",1496494.551,11178674.18,895345.1932,45351.68961,139026.6798,1526438.793,15281331.09,1741.64,5350000,NA
"Bolivia","Latin America and the Caribbean","South America",1979,"BiocapPerCap",0.219942897,4.157082409,30.32032428,0.106138515,0.02528659,0,34.82877469,1706.08,5469000,NA
"Bolivia","Latin America and the Caribbean","South America",1979,"BiocapTotGHA",1202894.12,22735583.03,165825495.5,580484.2901,138295.3984,0,190482752.3,1706.08,5469000,NA
"Bolivia","Latin America and the Caribbean","South America",1979,"EFConsPerCap",0.304465298,2.124183912,0.179628594,0.009389838,0.02528659,0.29588545,2.938839682,1706.08,5469000,NA
"Bolivia","Latin America and the Caribbean","South America",1979,"EFConsTotGHA",1665157.284,11617416.96,982410.3597,51354.15188,138295.3984,1618233.067,16072867.23,1706.08,5469000,NA
"Bolivia","Latin America and the Caribbean","South America",1980,"BiocapPerCap",0.225286021,4.067267002,29.52122786,0.103845351,0.02599628,0,33.94362251,1646.41,5590000,NA
"Bolivia","Latin America and the Caribbean","South America",1980,"BiocapTotGHA",1259251.944,22734272.9,165010964.4,580450.8399,145308.0225,0,189730248.1,1646.41,5590000,NA
"Bolivia","Latin America and the Caribbean","South America",1980,"EFConsPerCap",0.27841309,2.04919705,0.168679985,0.011521909,0.02599628,0.289560887,2.823369201,1646.41,5590000,NA
"Bolivia","Latin America and the Caribbean","South America",1980,"EFConsTotGHA",1556209.409,11454129.99,942848.5544,64402.51315,145308.0225,1618520.794,15781419.29,1646.41,5590000,NA
"Bolivia","Latin America and the Caribbean","South America",1981,"BiocapPerCap",0.238903735,4.051308097,28.90193112,0.101821672,0.027672997,0,33.32163762,1615.68,5712000,NA
"Bolivia","Latin America and the Caribbean","South America",1981,"BiocapTotGHA",1364522.596,23139451.72,165076272.6,581564.6694,158057.0941,0,190319868.7,1615.68,5712000,NA
"Bolivia","Latin America and the Caribbean","South America",1981,"EFConsPerCap",0.302972172,1.957538278,0.158899783,0.011946398,0.027672997,0.309569694,2.768599322,1615.68,5712000,NA
"Bolivia","Latin America and the Caribbean","South America",1981,"EFConsTotGHA",1730455.885,11180675.82,907572.0148,68233.05072,158057.0941,1768138.294,15813132.16,1615.68,5712000,NA
"Bolivia","Latin America and the Caribbean","South America",1982,"BiocapPerCap",0.246675921,3.943962204,28.31924505,0.099123743,0.028685893,0,32.63769281,1519.17,5835000,NA
"Bolivia","Latin America and the Caribbean","South America",1982,"BiocapTotGHA",1439400.852,23013768.58,165248173.9,578405.8704,167387.6314,0,190447136.8,1519.17,5835000,NA
"Bolivia","Latin America and the Caribbean","South America",1982,"EFConsPerCap",0.300063077,1.901667418,0.140785818,0.003054133,0.028685893,0.289053263,2.663309601,1519.17,5835000,NA
"Bolivia","Latin America and the Caribbean","South America",1982,"EFConsTotGHA",1750925.047,11096590.59,821511.9886,17821.44405,167387.6314,1686680.693,15540917.39,1519.17,5835000,NA
"Bolivia","Latin America and the Caribbean","South America",1983,"BiocapPerCap",0.17904198,3.851785073,27.73207932,0.096807052,0.02090383,0,31.88061726,1427.24,5960000,NA
"Bolivia","Latin America and the Caribbean","South America",1983,"BiocapTotGHA",1067083.034,22956484.81,165282082.4,576966.1554,124585.9924,0,190007202.4,1427.24,5960000,NA
"Bolivia","Latin America and the Caribbean","South America",1983,"EFConsPerCap",0.244885855,2.035846394,0.142602108,0.003254234,0.02090383,0.288870002,2.736362424,1427.24,5960000,NA
"Bolivia","Latin America and the Caribbean","South America",1983,"EFConsTotGHA",1459509.889,12133562.99,849902.8563,19395.10699,124585.9924,1721653.646,16308610.48,1427.24,5960000,NA
"Bolivia","Latin America and the Caribbean","South America",1984,"BiocapPerCap",0.255484166,3.806492063,27.14330294,0.094196875,0.02985258,0,31.32932862,1395,6085000,NA
"Bolivia","Latin America and the Caribbean","South America",1984,"BiocapTotGHA",1554748.893,23164407.45,165180570,573235.0843,181667.8763,0,190654629.3,1395,6085000,NA
"Bolivia","Latin America and the Caribbean","South America",1984,"EFConsPerCap",0.29539286,1.699622871,0.13963011,0.003891625,0.02985258,0.264687985,2.433078031,1395,6085000,NA
"Bolivia","Latin America and the Caribbean","South America",1984,"EFConsTotGHA",1797613.249,10343054.98,849719.0355,23682.48478,181667.8763,1610758.73,14806496.36,1395,6085000,NA
"Bolivia","Latin America and the Caribbean","South America",1985,"BiocapPerCap",0.301310651,3.709715035,26.55235688,0.091801995,0.036429517,0,30.69161407,1343.78,6212000,NA
"Bolivia","Latin America and the Caribbean","South America",1985,"BiocapTotGHA",1871606.116,23043079.7,164931287.2,570232.6625,226283.7563,0,190642489.4,1343.78,6212000,NA
"Bolivia","Latin America and the Caribbean","South America",1985,"EFConsPerCap",0.36449841,1.752027332,0.137763813,0.003956936,0.036429517,0.26123935,2.555915357,1343.78,6212000,NA
"Bolivia","Latin America and the Caribbean","South America",1985,"EFConsTotGHA",2264100.027,10882805.03,855726.7871,24578.70502,226283.7563,1622701.231,15876195.54,1343.78,6212000,NA
"Bolivia","Latin America and the Caribbean","South America",1986,"BiocapPerCap",0.313913324,3.666169961,25.95130409,0.0893498,0.03844391,0,30.05918108,1283.09,6338000,NA
"Bolivia","Latin America and the Caribbean","South America",1986,"BiocapTotGHA",1989548.161,23235782.43,164476514.2,566289.2146,243653.277,0,190511787.3,1283.09,6338000,NA
"Bolivia","Latin America and the Caribbean","South America",1986,"EFConsPerCap",0.333804546,1.580910513,0.147949969,0.00288437,0.03844391,0.245909373,2.349902681,1283.09,6338000,NA
"Bolivia","Latin America and the Caribbean","South America",1986,"EFConsTotGHA",2115616.54,10019637.15,937690.6509,18280.82026,243653.277,1558546.588,14893425.02,1283.09,6338000,NA
"Bolivia","Latin America and the Caribbean","South America",1987,"BiocapPerCap",0.312417113,3.590158242,25.44065975,0.087497286,0.038605889,0,29.46933828,1288.9,6465000,NA
"Bolivia","Latin America and the Caribbean","South America",1987,"BiocapTotGHA",2019695.479,23209440.44,164467256.7,565647.2225,249577.0446,0,190511616.9,1288.9,6465000,NA
"Bolivia","Latin America and the Caribbean","South America",1987,"EFConsPerCap",0.373810908,1.626175068,0.167724119,0.00326667,0.038605889,0.263691162,2.473273816,1288.9,6465000,NA
"Bolivia","Latin America and the Caribbean","South America",1987,"EFConsTotGHA",2416590.416,10512799.39,1084292.862,21118.17316,249577.0446,1704694.862,15989072.75,1288.9,6465000,NA
"Bolivia","Latin America and the Caribbean","South America",1988,"BiocapPerCap",0.297929501,3.513535113,24.94768344,0.08562987,0.037161076,0,28.881939,1300.64,6593000,NA
"Bolivia","Latin America and the Caribbean","South America",1988,"BiocapTotGHA",1964186.648,23163999.29,164474838.9,564539.7569,244995.1735,0,190412559.8,1300.64,6593000,NA
"Bolivia","Latin America and the Caribbean","South America",1988,"EFConsPerCap",0.310995289,1.633280849,0.139416036,0.001802235,0.037161076,0.24153786,2.364193345,1300.64,6593000,NA
"Bolivia","Latin America and the Caribbean","South America",1988,"EFConsTotGHA",2050326.642,10767877.72,919140.6506,11881.7599,244995.1735,1592408.394,15586630.34,1300.64,6593000,NA
"Bolivia","Latin America and the Caribbean","South America",1989,"BiocapPerCap",0.314975178,3.462507436,24.453739,0.083877902,0.039710461,0,28.35480997,1323.78,6723000,NA
"Bolivia","Latin America and the Caribbean","South America",1989,"BiocapTotGHA",2117593.807,23278609.94,164403705.2,563915.3136,266975.4083,0,190630799.7,1323.78,6723000,NA
"Bolivia","Latin America and the Caribbean","South America",1989,"EFConsPerCap",0.319854838,1.621584373,0.129244681,0.002592547,0.039710461,0.253793859,2.366780759,1323.78,6723000,NA
"Bolivia","Latin America and the Caribbean","South America",1989,"EFConsTotGHA",2150400.007,10901992.5,868918.4291,17429.82093,266975.4083,1706268.752,15911984.92,1323.78,6723000,NA
"Bolivia","Latin America and the Caribbean","South America",1990,"BiocapPerCap",0.305921424,3.401682876,23.87073259,0.082404451,0.039594777,0,27.70033612,1358.24,6856000,NA
"Bolivia","Latin America and the Caribbean","South America",1990,"BiocapTotGHA",2097473.764,23322788.22,163663710.3,564985.5153,271471.6905,0,189920429.5,1358.24,6856000,NA
"Bolivia","Latin America and the Caribbean","South America",1990,"EFConsPerCap",0.293356907,1.393555369,0.139497024,0.003202357,0.039594777,0.277971002,2.147177437,1358.24,6856000,NA
"Bolivia","Latin America and the Caribbean","South America",1990,"EFConsTotGHA",2011328.292,9554564,956426.4722,21956.16044,271471.6905,1905838.686,14721585.3,1358.24,6856000,NA
"Bolivia","Latin America and the Caribbean","South America",1991,"BiocapPerCap",0.344334828,3.360463148,23.32591297,0.080676911,0.044640703,0,27.15602856,1401.91,6993000,NA
"Bolivia","Latin America and the Caribbean","South America",1991,"BiocapTotGHA",2407768.18,23498105.84,163106913.4,564134.9121,312151.0061,0,189889073.3,1401.91,6993000,NA
"Bolivia","Latin America and the Caribbean","South America",1991,"EFConsPerCap",0.343256077,1.44266855,0.144210271,0.002537898,0.044640703,0.294128104,2.271441604,1401.91,6993000,NA
"Bolivia","Latin America and the Caribbean","South America",1991,"EFConsTotGHA",2400224.989,10087888.72,1008393.209,17746.30407,312151.0061,2056696.658,15883100.89,1401.91,6993000,NA
"Bolivia","Latin America and the Caribbean","South America",1992,"BiocapPerCap",0.326573008,3.325241797,23.07195066,0.079831328,0.042532245,0,26.84612904,1397.18,7132000,NA
"Bolivia","Latin America and the Caribbean","South America",1992,"BiocapTotGHA",2329020.787,23714627.58,164542235,569333.0958,303327.2226,0,191458543.7,1397.18,7132000,NA
"Bolivia","Latin America and the Caribbean","South America",1992,"EFConsPerCap",0.343863272,1.494291529,0.162519756,0.00270548,0.042532245,0.316926579,2.362838861,1397.18,7132000,NA
"Bolivia","Latin America and the Caribbean","South America",1992,"EFConsTotGHA",2452329.766,10656839.19,1159042.173,19294.67349,303327.2226,2260225.346,16851058.37,1397.18,7132000,NA
"Bolivia","Latin America and the Caribbean","South America",1993,"BiocapPerCap",0.36810946,3.291040798,22.57574287,0.078227962,0.047930856,0,26.36105195,1428.37,7274000,NA
"Bolivia","Latin America and the Caribbean","South America",1993,"BiocapTotGHA",2677561.885,23938437.8,164211886,569016.0982,348640.4123,0,191745542.2,1428.37,7274000,NA
"Bolivia","Latin America and the Caribbean","South America",1993,"EFConsPerCap",0.37000844,1.49405869,0.17793807,0.003841576,0.047930856,0.317263755,2.411041387,1428.37,7274000,NA
"Bolivia","Latin America and the Caribbean","South America",1993,"EFConsTotGHA",2691374.723,10867513.72,1294289.46,27942.93127,348640.4123,2307719.391,17537480.64,1428.37,7274000,NA
"Bolivia","Latin America and the Caribbean","South America",1994,"BiocapPerCap",0.376107744,3.220770633,22.06143738,0.076557641,0.047209144,0,25.78208255,1465.8,7419000,NA
"Bolivia","Latin America and the Caribbean","South America",1994,"BiocapTotGHA",2790290.648,23894445.98,163670712.3,567970.4137,350238.0257,0,191273657.4,1465.8,7419000,NA
"Bolivia","Latin America and the Caribbean","South America",1994,"EFConsPerCap",0.346481157,1.505133501,0.185415859,0.004973137,0.047209144,0.327266958,2.416479756,1465.8,7419000,NA
"Bolivia","Latin America and the Caribbean","South America",1994,"EFConsTotGHA",2570495.147,11166374.52,1375574.276,36895.00621,350238.0257,2427947.7,17927524.67,1465.8,7419000,NA
"Bolivia","Latin America and the Caribbean","South America",1995,"BiocapPerCap",0.422998838,3.148661203,21.52574046,0.074843602,0.049276381,0,25.22152049,1504.4,7567000,NA
"Bolivia","Latin America and the Caribbean","South America",1995,"BiocapTotGHA",3200713.859,23825038.38,162879255.5,566320.5965,372860.5881,0,190844188.9,1504.4,7567000,NA
"Bolivia","Latin America and the Caribbean","South America",1995,"EFConsPerCap",0.384780846,1.506700514,0.193203413,0.004310493,0.049276381,0.358524129,2.496795777,1504.4,7567000,NA
"Bolivia","Latin America and the Caribbean","South America",1995,"EFConsTotGHA",2911529.006,11400781.24,1461916.168,32616.29804,372860.5881,2712851.775,18892555.08,1504.4,7567000,NA
"Bolivia","Latin America and the Caribbean","South America",1996,"BiocapPerCap",0.42749658,3.082882076,21.05794859,0.073288698,0.049225787,0,24.69084173,1539.34,7717000,NA
"Bolivia","Latin America and the Caribbean","South America",1996,"BiocapTotGHA",3299179.179,23791957.27,162513453.6,565601.1252,379897.0584,0,190550088.2,1539.34,7717000,NA
"Bolivia","Latin America and the Caribbean","South America",1996,"EFConsPerCap",0.342367833,1.515700804,0.179148123,0.005277897,0.049225787,0.339350614,2.43107106,1539.34,7717000,NA
"Bolivia","Latin America and the Caribbean","South America",1996,"EFConsTotGHA",2642203.192,11697329.92,1382564.883,40731.85637,379897.0584,2618917.986,18761644.9,1539.34,7717000,NA
"Bolivia","Latin America and the Caribbean","South America",1997,"BiocapPerCap",0.444222644,3.021930297,20.53820644,0.071839704,0.048911203,0,24.12511029,1584.12,7871000,NA
"Bolivia","Latin America and the Caribbean","South America",1997,"BiocapTotGHA",3496414.177,23785189.89,161653344.7,565440.2457,384973.2262,0,189885362.3,1584.12,7871000,NA
"Bolivia","Latin America and the Caribbean","South America",1997,"EFConsPerCap",0.340762631,1.536313232,0.181770814,0.006815911,0.048911203,0.346665788,2.46123958,1584.12,7871000,NA
"Bolivia","Latin America and the Caribbean","South America",1997,"EFConsTotGHA",2682094.913,12092106.16,1430692.606,53647.08306,384973.2262,2728557.839,19372071.82,1584.12,7871000,NA
"Bolivia","Latin America and the Caribbean","South America",1998,"BiocapPerCap",0.468827441,2.963913476,20.04584855,0.070460483,0.050835269,0,23.59988521,1631.57,8026000,NA
"Bolivia","Latin America and the Caribbean","South America",1998,"BiocapTotGHA",3762930.824,23789139.48,160893187.6,565534.1385,408017.0715,0,189418809.2,1631.57,8026000,NA
"Bolivia","Latin America and the Caribbean","South America",1998,"EFConsPerCap",0.365772174,1.536928471,0.180987507,0.006497711,0.050835269,0.388242876,2.529264008,1631.57,8026000,NA
"Bolivia","Latin America and the Caribbean","South America",1998,"EFConsTotGHA",2935782.485,12335787.15,1452652.743,52152.3173,408017.0715,3116138.178,20300529.94,1631.57,8026000,NA
"Bolivia","Latin America and the Caribbean","South America",1999,"BiocapPerCap",0.454900118,2.908203252,19.55084129,0.069136096,0.048935481,0,23.03201624,1607.21,8183000,NA
"Bolivia","Latin America and the Caribbean","South America",1999,"BiocapTotGHA",3722315.724,23796983.72,159978863.8,565720.618,400424.8517,0,188464308.7,1607.21,8183000,NA
"Bolivia","Latin America and the Caribbean","South America",1999,"EFConsPerCap",0.367182691,1.566046374,0.15863734,0.006218532,0.048935481,0.339631196,2.486651614,1607.21,8183000,NA
"Bolivia","Latin America and the Caribbean","South America",1999,"EFConsTotGHA",3004549.463,12814503.27,1298083.341,50884.44363,400424.8517,2779103.567,20347548.93,1607.21,8183000,NA
"Bolivia","Latin America and the Caribbean","South America",2000,"BiocapPerCap",0.484955612,2.856903446,19.09204179,0.067916556,0.051980448,0,22.55379786,1616.54,8340000,NA
"Bolivia","Latin America and the Caribbean","South America",2000,"BiocapTotGHA",4044292.063,23825174.18,159218269,566390.7839,433491.4499,0,188087617.5,1616.54,8340000,NA
"Bolivia","Latin America and the Caribbean","South America",2000,"EFConsPerCap",0.404907843,1.617228264,0.158621242,0.010413427,0.051980448,0.579723728,2.822874951,1616.54,8340000,NA
"Bolivia","Latin America and the Caribbean","South America",2000,"EFConsTotGHA",3376732.907,13486890.9,1322823.4,86842.87335,433491.4499,4834611.687,23541393.22,1616.54,8340000,NA
"Bolivia","Latin America and the Caribbean","South America",2001,"BiocapPerCap",0.491738647,2.808569115,18.63766544,0.066767514,0.053489039,0,22.05822976,1613.41,8496000,NA
"Bolivia","Latin America and the Caribbean","South America",2001,"BiocapTotGHA",4177998.344,23862670.13,158352685.7,567282.1669,454463.1948,0,187415099.6,1613.41,8496000,NA
"Bolivia","Latin America and the Caribbean","South America",2001,"EFConsPerCap",0.395606544,1.533494615,0.159901764,0.007133062,0.053489039,0.326229411,2.475854434,1613.41,8496000,NA
"Bolivia","Latin America and the Caribbean","South America",2001,"EFConsTotGHA",3361223.483,13029152.79,1358586.13,60605.2014,454463.1948,2771769.005,21035799.81,1613.41,8496000,NA
"Bolivia","Latin America and the Caribbean","South America",2002,"BiocapPerCap",0.511384868,2.757635833,18.24240677,0.065556688,0.054130236,0,21.63111439,1623.52,8653000,NA
"Bolivia","Latin America and the Caribbean","South America",2002,"BiocapTotGHA",4425187.049,23862760.03,157857745.3,567284.3041,468407.332,0,187181384,1623.52,8653000,NA
"Bolivia","Latin America and the Caribbean","South America",2002,"EFConsPerCap",0.399425814,1.546335902,0.156454993,0.006623262,0.054130236,0.34210332,2.505073528,1623.52,8653000,NA
"Bolivia","Latin America and the Caribbean","South America",2002,"EFConsTotGHA",3456367.312,13380970.07,1353858.223,57313.33856,468407.332,2960336.293,21677252.57,1623.52,8653000,NA
"Bolivia","Latin America and the Caribbean","South America",2003,"BiocapPerCap",0.540518395,2.624951237,17.7661369,0.06409034,0.054685529,0,21.0503824,1637.81,8810000,NA
"Bolivia","Latin America and the Caribbean","South America",2003,"BiocapTotGHA",4762194.032,23126922.68,156527126.5,564662.8064,481802.4751,0,185462708.5,1637.81,8810000,NA
"Bolivia","Latin America and the Caribbean","South America",2003,"EFConsPerCap",0.421019952,1.550464207,0.162497056,0.005217835,0.054685529,0.350024353,2.543908932,1637.81,8810000,NA
"Bolivia","Latin America and the Caribbean","South America",2003,"EFConsTotGHA",3709362.574,13660240.73,1431667.299,45971.31484,481802.4751,3083861.534,22412905.93,1637.81,8810000,NA
"Bolivia","Latin America and the Caribbean","South America",2004,"BiocapPerCap",0.545804325,2.566614146,17.35413727,0.0628549,0.055179287,0,20.58458992,1676.23,8968000,NA
"Bolivia","Latin America and the Caribbean","South America",2004,"BiocapTotGHA",4894631.407,23016728.95,155627395,563666.4154,494833.5099,0,184597255.3,1676.23,8968000,NA
"Bolivia","Latin America and the Caribbean","South America",2004,"EFConsPerCap",0.359041657,1.573924102,0.170327264,0.005718286,0.055179287,0.362108853,2.526299449,1676.23,8968000,NA
"Bolivia","Latin America and the Caribbean","South America",2004,"EFConsTotGHA",3219792.315,14114542.5,1527450.66,51280.1031,494833.5099,3247298.127,22655197.21,1676.23,8968000,NA
"Bolivia","Latin America and the Caribbean","South America",2005,"BiocapPerCap",0.550862212,2.519112278,16.95286754,0.061474468,0.053429372,0,20.13774587,1720.1,9125000,NA
"Bolivia","Latin America and the Caribbean","South America",2005,"BiocapTotGHA",5026843.625,22987932.76,154701869.6,560979.7376,487564.9348,0,183765190.7,1720.1,9125000,NA
"Bolivia","Latin America and the Caribbean","South America",2005,"EFConsPerCap",0.392285444,1.582143126,0.171950117,0.006945782,0.053429372,0.393420944,2.600174787,1720.1,9125000,NA
"Bolivia","Latin America and the Caribbean","South America",2005,"EFConsTotGHA",3579765.578,14437704.95,1569115.346,63383.11173,487564.9348,3590127.483,23727661.41,1720.1,9125000,NA
"Bolivia","Latin America and the Caribbean","South America",2006,"BiocapPerCap",0.565422536,2.474573837,16.5535189,0.0603089,0.054339004,0,19.70816318,1771.95,9283000,NA
"Bolivia","Latin America and the Caribbean","South America",2006,"BiocapTotGHA",5249009.556,22972309.9,153671941.6,559868.0125,504447.4367,0,182957576.5,1771.95,9283000,NA
"Bolivia","Latin America and the Caribbean","South America",2006,"EFConsPerCap",0.387276787,1.573459078,0.176854394,0.006937467,0.054339004,0.449966025,2.648832754,1771.95,9283000,NA
"Bolivia","Latin America and the Caribbean","South America",2006,"EFConsTotGHA",3595222.023,14606955.35,1641799.438,64402.8654,504447.4367,4177187.53,24590014.65,1771.95,9283000,NA
"Bolivia","Latin America and the Caribbean","South America",2007,"BiocapPerCap",0.559668275,2.430328756,16.10400939,0.059230584,0.051238204,0,19.20447521,1821.8,9441000,NA
"Bolivia","Latin America and the Caribbean","South America",2007,"BiocapTotGHA",5284097.088,22945901.48,152045690.1,559224.4016,483764.5008,0,181318677.6,1821.8,9441000,NA
"Bolivia","Latin America and the Caribbean","South America",2007,"EFConsPerCap",0.405653417,1.597060635,0.169911788,0.004444131,0.051238204,0.479847752,2.708155927,1821.8,9441000,NA
"Bolivia","Latin America and the Caribbean","South America",2007,"EFConsTotGHA",3829968.818,15078616.79,1604218.83,41959.1753,483764.5008,4530473.176,25569001.29,1821.8,9441000,NA
"Bolivia","Latin America and the Caribbean","South America",2008,"BiocapPerCap",0.546812962,2.396907696,15.67532649,0.058416065,0.049823136,0,18.72728635,1901.9,9600000,NA
"Bolivia","Latin America and the Caribbean","South America",2008,"BiocapTotGHA",5249360.646,23010121.95,150481879,560789.5461,478298.1172,0,179780449.3,1901.9,9600000,NA
"Bolivia","Latin America and the Caribbean","South America",2008,"EFConsPerCap",0.393174478,1.609375906,0.172233447,0.007796692,0.049823136,0.557195513,2.789599172,1901.9,9600000,NA
"Bolivia","Latin America and the Caribbean","South America",2008,"EFConsTotGHA",3774443.503,15449879.82,1653427.3,74847.62208,478298.1172,5349032.304,26779928.67,1901.9,9600000,NA
"Bolivia","Latin America and the Caribbean","South America",2009,"BiocapPerCap",0.694336067,2.368646952,15.21805429,0.05772731,0.061724588,0,18.40048921,1933.74,9759000,NA
"Bolivia","Latin America and the Caribbean","South America",2009,"BiocapTotGHA",6775886.674,23115151.42,148509945.3,563349.2644,602357.8989,0,179566690.5,1933.74,9759000,NA
